Structure,ID,logP,Vx,MW,NegativeCharge,PositiveCharge,Flex,AromaticRings,OverallCharge,ERTLNotPSA,ERTLNoSPtPSA,HBA-lip,HBA-prof,HBD-lip,HBD-prof,HBD-cam,quatN,macrocyclic,ACamideO-nh-nh2,ACamideO-nh0,ASamideO-nh-nh2,ASamideO-nh0,Aamidine,AbasicNH0,AbasicNH1,CBr,CF3,CH0Aa,CH1Aa,CH2Aa,CH2hetero,CH2link,CH2long,CH3Aa,CH3hetero,CSSC,CamideNH0,Ester,HaloC,Michael-accept,NBA,NH1and2CdO,NO,NRB,OHCHCdO,Ocarbamate,Pamide,Pester,RCamideO-nh-nh2,RCamideO-nh0,RSR,RSamideO-nh-nh2,RSamideO-nh0,Ramidine,RbasicNH0,RbasicNH1,Samide-NH,SamideNH0,activatedCH,aldehydes,aliphOH-t6,allylic-oxyd-t10,amide-dicarbonyl,aminoethanol0,aminoethanol1,anycarbonyl,aromBr,aromCl,aromF,aromI,aromO,arylNHCO,basic-NH2,benzdiaz-t18,benzylicOH,branchedCnotRing,carbamate-and-thio,ch2-lipo-t9,dNO,di-widhraw-cx4,diazo-aryl,diazo,dione-1-4,easy-oxy-t13,ertl-33,ertl-35,ertl-37,ertl-39,ertl-41,ertl-43,est-lact-latm-carbm-t7,ether,halosp3sp3halo,hetero-halo-di-n-arom,hindred-phenol,hydroxyA,hydroxylation-t8,intraHbond5,intraHbond6,ketal,ketone-t14,ketones,lipovolume,nH0indole-like,nHindole-like,nc(do)n,nitro-O,nitro-no-ortho-t15,nitro,nonring-at,not-ring-diol,ohccn-t17,p-hetero-or-halo,p-withdraw-phenol,perfluoro,phenol-pyr2r,phenol,phenolic-tautomer,poly-sugars,polyOH,pyridine,pyridones,quinone-type,ring-join,ring5-nH0,ring5nH,ringOdouble,ringat,ringdiol,sp-carbons,sp2-carbons,spiroC,sulfonicacid,sulphates,sulphonamide-t5,t-16-1,t-16-2,t-16-3,tert-amine-t11,thio-acid,thio-keto,urea-thio,urea,xccn-t12,zw1,zw2,zw3,nC(sp2),nC(sp3),nOH,nCO,nOS,nX,nNprot,dCH2,ssCH2,tCH,dsCH,aaCH,sssCH,ddC,tsC,dssC,aasC,aaaC,ssssC,sNH3+,sNH2,ssNH2+,dNH,ssNH,aaNH,tN,sssNH+,dsN,aaN,sssN,ddsN,aasN,ssssN+,sOH,ssO,sF,sSiH3,ssSiH2,sssSiH,ssssSi,sPH2,ssPH,sssP,sssssP,dS,ssS,aaS,dssS,ddssS,sCl,sBr,sI,nNneutral,NnH,N4,NbN,fg5,CamideNH,BasicNH0R2AroRings,BasicNH02AroRings,BasicNH1R2AroRings,BasicNH12AroRings,PRX-time1,PRX-time-1,UB,HDN,HAN,PRX-time2,HAS,HAT,HAO,AliRingAttachment,C12,C4,C10,C6,C3,C9,C8,C1,C11,C2,C27,C26,N6,N7,N8,N14,N2,N13,H3,N1,BasicGroup,N10,HDT,AcidGroup,H4,H2,O7,O6,O3,O11,O5,O9,O10,S2,AroRingAttachment,C25,C13,N11,N12,HydrophobicGroup,H1a,C5,C21,C22,C23,C24,S3,ed70,ed20,ed50,ed60,ed40,ed80,ew70,ew60,ew80,ew75,ew30,ew50,ew40,ew20,ew10,ew100,f004,f007,f015,f147,f244,f245,f301,f390,f392,f393,f407,f413,f440,f441,f443,f444,f456,q017,q039,q040,q041,q137,q139,q155,q192,q257,q277,q300,q358,q453,q457,q458,q481,q483,q485,frg-8,frg-26,frg-54,Nn,AdrA1A_PCHEMBL_VALUE,AdrA1B_PCHEMBL_VALUE,AdrA1D_PCHEMBL_VALUE,AdrA2A_PCHEMBL_VALUE,AdrA2C_PCHEMBL_VALUE
Fc1ccc(Cl)cc1S(=O)(=O)N[C@@H]2CC[C@H](CC2)N3CCC(CC3)c4ccccc4OCC(F)(F)F,CHEMBL228494,6.325,367.1,549,0,1,0.2051,2,1,58.64,67.02,5,3,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,6,3,8,0,0,0,0,0,0,1,0,12,0,0,25,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,12,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12,13,0,0,2,5,1,0,9,0,0,7,3,0,0,0,5,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,4,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,1,1,0,2,1,0,2,2,0,0,0,2,15,1,2,0,0,5,3,2,0,3,0,0,3,0,0,6,1,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,2,1,1,0,9,7,0,4,2,6,2,1,0,0,0,0,2,14,8,12,16,25,18,13,8,2,12,5,4,12,0,14,35,22,14,0,0,0,2,8.32,6.1,,,
COc1ccccc1CCCNCC2COC(O2)(c3ccccc3)c4ccccc4,CHEMBL1088072,3.779,322.6,403.5,0,1,0.2727,3,1,39.72,39.72,4,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,3,3,0,0,1,0,0,0,0,0,18,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,14,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,8,0,0,3,0,1,0,5,0,0,14,1,0,0,0,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3,1,0,18,1,1,0,0,4,3,1,1,2,1,0,4,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,4,0,0,0,0,0,1,0,3,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,2,0,0,0,0,2,3,2,2,1,1,0,7,16,24,36,15,10,10,0,2,18,0,3,2,0,11,50,42,30,0,0,0,1,7.31,7.38,,,
Cc1ccc2c(c1)C(=O)N(CCCCN3CCC(CC3)N4C(=O)Oc5ccccc45)S2(=O)=O,CHEMBL81006,3.178,336,469.6,0,1,0.1622,3,1,92.83,101.2,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,8,0,1,0,0,1,0,0,0,15,0,0,17,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,9,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,2,24,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12,10,0,2,2,0,1,0,8,0,0,7,1,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,2,0,0,3,1,0,2,2,0,0,0,3,21,0,3,0,0,8,5,4,0,0,0,0,4,0,1,4,1,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,6,1,0,1,0,0,1,1,2,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,1,0,0,3,1,6,0,0,0,0,1,2,2,2,2,0,4,8,21,34,32,22,7,12,2,14,7,6,16,4,21,49,38,25,0,0,0,3,10,7.7,,,
COCC1=C([C@@H](N(C(=O)N[C@H]2CC[C@@H](C2)N3CCC(CC3)(C#N)c4ccccc4)C(=O)N1)c5ccc(F)c(F)c5)C(=O)OC,CHEMBL301024,4.213,438.6,607.7,0,1,0.2292,2,1,124,124,10,6,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,6,0,0,2,0,0,1,0,0,12,0,0,31,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,8,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,29,0,1,5,0,0,0,0,0,0,0,1,0,0,3,2,0,0,0,0,14,14,0,3,2,2,1,0,8,0,0,8,3,0,1,5,4,0,1,0,0,0,0,2,0,1,0,0,0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,5,1,0,2,2,0,0,2,4,22,2,5,0,0,10,5,5,1,3,0,2,5,0,0,5,1,0,0,0,0,2,0,0,2,0,2,0,1,0,2,0,0,0,0,0,2,2,0,1,0,0,4,0,0,0,0,0,3,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,2,2,7,2,1,4,2,2,4,2,0,2,0,0,2,12,10,20,30,33,22,14,18,7,17,6,5,24,5,20,51,37,25,0,0,0,5,8.64,6.92,,,
CC(C)Oc1ccccc1N2CCN(Cc3cc(CN4CCCCC4=O)n[nH]3)CC2,CHEMBL310471,2.912,327.3,411.5,0,3,0.2121,2,3,64.7,64.7,7,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,8,0,2,0,0,1,0,0,0,11,0,0,21,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,23,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9,13,0,1,1,0,1,0,10,0,0,5,1,0,0,1,4,0,0,0,0,0,0,0,1,0,0,0,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,5,0,0,1,1,0,0,0,1,13,1,4,0,0,6,2,4,0,1,2,0,7,0,0,5,0,0,0,0,0,2,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,4,0,0,2,0,1,1,1,2,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,2,0,4,0,0,0,2,1,2,2,0,0,0,6,10,14,26,19,18,9,4,3,10,4,2,10,4,15,47,34,20,0,1,0,4,8.68,5.41,,,
CN1[C@@H](C(=C(C)N(C)C1=O)C(=O)NCCCN2CCC(CC2)c3ccc(F)cc3)c4ccc(F)c(F)c4,CHEMBL90420,3.879,380.2,514.6,0,1,0.2,2,1,55.89,55.89,6,2,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,3,4,7,0,0,2,0,0,0,0,0,12,0,0,25,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24,0,0,4,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,14,12,0,2,0,3,1,0,7,0,0,7,2,0,0,4,5,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,4,1,1,2,2,0,0,1,3,18,1,4,0,0,6,2,7,0,1,0,2,6,0,0,4,2,0,0,0,0,3,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,5,0,0,0,0,0,2,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,1,0,2,2,1,0,6,3,3,0,0,1,7,0,6,3,7,8,18,26,20,16,14,11,2,16,4,2,22,4,22,47,34,22,1,0,0,4,9.75,7.7,,,
COC(=O)C1=C(C)N=C(C)N(CCCCCN2CCC(CC2)c3ccccc3)C1c4ccc(F)c(F)c4,CHEMBL359421,5.681,396.6,509.6,0,2,0.25,2,2,45.14,45.14,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,4,9,2,0,1,0,0,1,0,0,12,0,0,25,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,15,14,0,1,1,2,1,0,9,0,0,8,2,0,0,4,4,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,0,2,2,0,0,0,0,18,0,3,0,0,5,2,7,0,1,0,2,5,0,0,7,2,0,0,0,1,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,1,0,0,4,0,0,0,0,1,2,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,1,1,4,2,0,4,2,2,2,1,0,5,0,4,2,9,8,18,28,16,12,15,10,3,16,3,2,15,4,20,40,32,23,0,0,0,3,9.4,7.03,,,
COCC1=C([C@@H](N(C(=O)N[C@@H]2CC[C@@H](C2)N3CCC(CC3)c4ccccn4)C(=O)N1)c5ccc(F)c(F)c5)C(=O)OC,CHEMBL293515,3.859,419,583.6,0,2,0.2174,2,2,113.1,113.1,10,5,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,5,3,6,0,0,2,0,0,1,0,0,12,0,0,30,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,29,0,0,5,0,0,0,0,0,0,0,1,0,0,3,2,0,0,0,0,13,14,0,3,2,2,1,0,8,0,0,7,4,0,0,5,4,0,0,0,0,0,0,2,0,0,0,0,1,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,5,1,0,2,2,0,0,2,4,20,2,5,0,0,10,5,6,0,3,0,2,5,0,0,5,2,0,0,0,0,2,0,0,2,0,2,0,1,0,2,0,0,0,0,0,2,2,0,1,0,0,4,0,0,1,0,0,4,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,2,2,8,2,1,4,2,2,4,2,0,2,0,0,2,10,8,18,28,34,24,14,18,7,16,7,5,24,6,22,49,35,23,0,0,0,5,9.4,5.89,,,
COCC1=C([C@@H](N(C(=O)N[C@H]2CC[C@H](C2)N3CCC(CC3)(C#N)c4ccccc4)C(=O)N1)c5ccc(F)c(F)c5)C(=O)OC,CHEMBL300355,4.213,438.6,607.7,0,1,0.2292,2,1,124,124,10,6,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,6,0,0,2,0,0,1,0,0,12,0,0,31,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,8,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,29,0,1,5,0,0,0,0,0,0,0,1,0,0,3,2,0,0,0,0,14,14,0,3,2,2,1,0,8,0,0,8,3,0,1,5,4,0,1,0,0,0,0,2,0,1,0,0,0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,5,1,0,2,2,0,0,2,4,22,2,5,0,0,10,5,5,1,3,0,2,5,0,0,5,1,0,0,0,0,2,0,0,2,0,2,0,1,0,2,0,0,0,0,0,2,2,0,1,0,0,4,0,0,0,0,0,3,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,2,2,7,2,1,4,2,2,4,2,0,2,0,0,2,12,10,20,30,33,22,14,18,7,17,6,5,24,5,20,51,37,25,0,0,0,5,8.62,6.14,,,
COc1ccccc1C2(CCN(CCCNC(=O)C(c3ccc(C)cc3)c4ccc(C)cc4)CC2)C#N,CHEMBL42220,4.998,408.4,495.7,0,1,0.275,3,1,65.36,65.36,5,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,4,7,0,2,1,0,0,0,0,0,18,0,0,20,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,13,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,18,12,0,1,1,0,1,0,7,0,0,12,1,0,1,1,6,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,3,1,1,3,3,0,0,0,1,22,1,3,0,0,5,2,1,1,0,0,0,5,0,2,3,1,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,1,1,5,0,1,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,1,1,1,0,1,0,0,0,2,1,6,6,5,5,0,13,16,20,24,12,5,13,4,3,19,1,2,4,1,16,35,28,22,2,0,0,3,8.13,6.24,,,
Clc1ccc(cc1)C2CC(=O)N(CCN3CCN(CC3)c4ccccc4Cl)C(=O)C2,CHEMBL1796038,3.86,323.2,446.4,0,2,0.1515,2,2,43.86,43.86,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,6,0,0,0,0,1,0,0,0,12,0,0,19,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,24,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12,9,0,2,0,2,1,0,8,0,0,8,1,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,3,1,0,2,2,0,0,0,2,16,0,3,0,0,5,2,6,0,0,0,0,6,0,0,2,1,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,0,0,1,2,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,1,0,2,4,2,2,0,0,0,0,0,0,2,2,8,16,24,16,16,7,10,2,14,3,2,10,3,19,46,32,20,1,1,0,3,5.16,5,,,
COC(=O)C1=C(C)N=C(C)N(CCC[C@@H](C)CN2CCC(CC2)(C#N)c3ccccc3)C1c4ccc(F)c(F)c4,CHEMBL359430,5.237,426.2,548.7,0,2,0.2558,2,2,68.93,68.93,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,7,0,1,1,0,0,1,0,0,12,0,0,27,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,1,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,15,15,0,1,1,2,1,0,8,0,0,8,2,0,1,4,4,0,1,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,1,0,2,2,0,0,0,0,20,0,4,0,0,6,2,6,1,1,0,2,5,0,0,7,1,1,0,0,1,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,1,0,0,4,0,0,0,0,2,2,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,1,1,2,1,0,4,2,2,2,1,0,6,0,4,2,13,10,20,30,19,13,16,10,3,16,3,2,15,4,18,42,34,25,0,0,0,4,7.66,5.77,,,
CN1CCC(=C2c3ccccc3CC(=O)c4sccc24)CC1,CHEMBL534,2.854,237.2,309.4,0,1,0,2,1,20.31,48.55,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,1,0,0,0,0,0,11,0,0,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12,6,0,1,1,0,1,0,5,0,0,6,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,15,0,1,0,1,3,1,4,0,0,1,1,3,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,1,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,2,0,2,0,0,8,12,20,9,7,1,15,1,13,0,2,9,0,16,37,26,16,0,0,0,1,,,5.74,6.09,
CC(C)Oc1ccccc1N2CCN(Cc3cccc(c3)C(=O)N4CCCCC4)CC2,CHEMBL10085,4.11,345.3,421.6,0,2,0.2059,2,2,36.02,36.02,5,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,7,9,2,2,0,0,1,0,0,0,12,0,0,21,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,7,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12,13,0,1,1,0,1,0,10,0,0,8,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,2,0,0,0,1,14,0,3,0,0,5,2,3,0,1,1,0,7,0,0,5,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,1,1,1,2,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,1,2,0,0,0,2,1,2,2,0,0,0,8,10,14,26,17,14,9,4,3,13,2,2,6,2,16,49,34,20,0,1,0,3,10.7,7.33,,,
CN1CCC[C@H]1CN2N=C(Cc3ccc(Cl)cc3)c4ccccc4C2=O,CHEMBL1767154,4.15,277,367.9,0,2,0.1379,3,2,38.13,38.13,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,3,0,0,1,0,0,0,0,0,16,0,0,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,21,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,13,7,0,1,0,1,1,0,5,0,0,8,1,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,3,0,0,2,2,0,0,0,0,17,0,3,0,0,4,1,1,0,1,2,0,2,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,2,0,0,1,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,1,2,0,2,2,1,1,0,0,0,2,0,2,1,2,6,7,15,17,11,6,0,1,14,4,1,11,3,14,23,17,10,1,0,0,3,7.4,7.7,,,
CN(C)C[C@H]1C[C@H]2[C@H](O1)c3ccccc3Cc4ccccc24,CHEMBL329566,4.356,239.3,293.4,0,1,0.08,2,1,12.47,12.47,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,1,0,0,0,2,0,0,0,0,0,12,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,12,8,0,0,1,0,1,0,3,0,0,8,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,12,0,1,0,0,2,1,0,0,2,1,0,3,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,3,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,3,1,0,2,0,0,0,4,12,24,36,7,4,4,0,0,12,0,1,2,0,10,62,46,30,0,0,0,1,,,,6.9,7.16
